sentence_key_furigana	sentence_key_plain	Word	Sentence	Word Audio	Sentence Audio	Definition	Definition Audio	Image	Notes
彼[かの] 女[じょ]は 涙[なみだ]を<b>流[なが]した</b>んだ。	彼 女は 涙を<b>流した</b>んだ。	流[なが]す:k2	彼[かの] 女[じょ]は 涙[なみだ]を<b>流[なが]した</b>んだ。	[sound:b92400c20b14d175fa808f6dfc65554b.mp3]	[sound:fe728152c71a2765ba3a39cf4b5d0949.mp3]	<!-- def-type=\"bilingual\" -->To let something flow or run out, like water or tears.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->水や涙などの液体を、外に出して動かすこと。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00889.mp3]<!-- def-end -->	\"<img src=\"\"toilet_nagasu_hand.webp\"\">\"	She shed tears.
あの 生[せい] 徒[と]は<b>じっと</b> 先[せん] 生[せい]の 話[はなし]を 聞[き]いていたね。	あの 生 徒は<b>じっと</b> 先 生の 話を 聞いていたね。	じっと:0-	あの 生[せい] 徒[と]は<b>じっと</b> 先[せん] 生[せい]の 話[はなし]を 聞[き]いていたね。	[sound:f756f49cb8feafe1f3f62a62979ea4fc.mp3]	[sound:6d5cd1d4fb55aa2e76409e479e9f64d5.mp3]	<!-- def-type=\"bilingual\" -->Staying still and focused; not moving or looking away.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->体を動かさず、一つのことに集中している様子。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00890.mp3]<!-- def-end -->	\"<img src=\"\"magnifier4_woman.webp\"\">\"	The pupil listened quietly to the teacher.
これは<b>本[ほん] 物[もの]</b>のダイヤモンドです。	これは<b>本 物</b>のダイヤモンドです。	本[ほん] 物[もの]:0-	これは<b>本[ほん] 物[もの]</b>のダイヤモンドです。	[sound:8dde3f8efb108da7e3af98bcb7ca2ba8.mp3]	[sound:02f780fa942389789243cb1ed936516a.mp3]	<!-- def-type=\"bilingual\" -->The real thing; genuine, not fake or imitation.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->にせものではない、本当のもの。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00891.mp3]<!-- def-end -->	\"<img alt=\"\"電子印鑑のイラスト | かわいいフリー素材集 いらすとや\"\" src=\"\"computer_document_digital_hanko_inkan.webp\"\">\"	This is a real diamond.
彼[かれ]は<b>正[まさ]に</b> 英[えい] 雄[ゆう]ね。	彼は<b>正に</b> 英 雄ね。	正[まさ]に:1-	彼[かれ]は<b>正[まさ]に</b> 英[えい] 雄[ゆう]ね。	[sound:78dd246d2b203cf7356e1fefbf4d7933.mp3]	[sound:f099aac8a25ad62dbc53c02d3b6bf12b.mp3]	<!-- def-type=\"bilingual\" -->Exactly; precisely that thing, with no room for doubt.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->ぴったりそのとおりだ、と強める言葉。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00892.mp3]<!-- def-end -->	\"<img alt=\"\"頷いている人のイラスト（男性） | かわいいフリー素材集 いらすとや\"\" src=\"\"poze_unazuku_man.webp\"\">\"	He's truly a hero.
彼[かれ]はやっと 自[じ] 信[しん]を<b>取[と]り 戻[もど]した</b>。	彼はやっと 自 信を<b>取り 戻した</b>。	取[と]り 戻[もど]す:k4	彼[かれ]はやっと 自[じ] 信[しん]を<b>取[と]り 戻[もど]した</b>。	[sound:a52be9d54ed6e00a528215554611f5f1.mp3]	[sound:torimodosuS.mp3]	<!-- def-type=\"bilingual\" -->To get back something you once had; to recover or reclaim it.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->なくしたものを、もう一度自分のものにすること。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00893.mp3]<!-- def-end -->	\"<img src=\"\"poster_hagasu.webp\"\">\"	He finally got back his confidence.
ご 無[ぶ] 事[じ]で<b>何[なに]より</b>です。	ご 無 事で<b>何より</b>です。	何[なに]より:1-	ご 無[ぶ] 事[じ]で<b>何[なに]より</b>です。	[sound:d7533971b3894e65bd2a8ebffebc141d.mp3]	[sound:6811349485a3080c574425fd487fb9a6.mp3]	<!-- def-type=\"bilingual\" -->Above all else; more than anything. Used to express relief or gladness.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->他のどんなことよりも、それが一番いいということ。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00894.mp3]<!-- def-end -->	\"<img alt=\"\"いろいろな「人気ランキング」のイラスト文字 | かわいいフリー素材集 ...\"\" src=\"\"ranking01.webp\"\">\"	The most important thing is that you're safe.
健[けん] 康[こう]な<b>身[しん] 体[たい]</b>には 健[けん] 全[ぜん]な 精[せい] 神[しん]が 宿[やど]る。	健 康な<b>身 体</b>には 健 全な 精 神が 宿る。	身[しん] 体[たい]:1-	健[けん] 康[こう]な<b>身[しん] 体[たい]</b>には 健[けん] 全[ぜん]な 精[せい] 神[しん]が 宿[やど]る。	[sound:jw04414a.mp3]	[sound:js04414a.mp3]	<!-- def-type=\"bilingual\" -->The physical body as a whole.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->頭からつま先まで全部ひっくるめた、人の体のこと。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00895.mp3]<!-- def-end -->	\"<img src=\"\"body_blank_figure_front.png\"\">\"	A sound mind in a sound body.<br><br>Can also be read からだ.
あの 人[ひと]たちは 皆[みな]、 同[おな]じ<b>方[ほう] 向[こう]</b>を 見[み]ている。	あの 人たちは 皆、 同じ<b>方 向</b>を 見ている。	方[ほう] 向[こう]:0-	あの 人[ひと]たちは 皆[みな]、 同[おな]じ<b>方[ほう] 向[こう]</b>を 見[み]ている。	[sound:46a4e2fe76186aa3b67e5eed093d745b-50d6dd79dcf9c78d31f23bac6d67a137648c7eab.mp3]	[sound:57d57b8ddf6e0c828c08fe84d174d797-ffbd4bd02dcf73d69e470ad77ed4471b6c7ff836.mp3]	<!-- def-type=\"bilingual\" -->The direction or way something is facing or heading.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->ものが向いている先や、進んでいく先のこと。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00896.mp3]<!-- def-end -->	\"<img alt=\"\"コンパス・方位磁石のイラスト | かわいいフリー素材集 いらすとや\"\" src=\"\"compass.webp\"\">\"	Those people are all looking in the same direction.
毎[まい] 日[にち]、この 道[みち]を<b>通[とお]ります</b>。	毎 日、この 道を<b>通ります</b>。	通[とお]る:k1	毎[まい] 日[にち]、この 道[みち]を<b>通[とお]ります</b>。	[sound:b2c4aa62ef85272b1fca07414d790601-c19dbbf16531c7dc8e92b5146a7585dc02ef63b5.mp3]	[sound:a15e2a0452f3d13483047b4bedbcb27f-0c2554c202eb4860a7574ce0d5327f8058fd7046.mp3]	<!-- def-type=\"bilingual\" -->To pass through or along a path or place.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->ある道や場所を、先へ向かって進んでいくこと。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00897.mp3]<!-- def-end -->	\"<img src=\"\"rtif_gate_scanner_figure.webp\"\">\"	I take this road every day.
狭[せま]い<b>空[くう] 間[かん]</b>に 物[もの]がたくさん 置[お]いてあるね。	狭い<b>空 間</b>に 物がたくさん 置いてあるね。	空[くう] 間[かん]:0-	狭[せま]い<b>空[くう] 間[かん]</b>に 物[もの]がたくさん 置[お]いてあるね。	[sound:7775276e214afc120ba79f1375127616.mp3]	[sound:dfe7dcf881951d27eeb503ff89d6f26d.mp3]	<!-- def-type=\"bilingual\" -->A space or area, especially the physical room within or between things.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->ものを置いたり入れたりできる、広がった場所。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00898.mp3]<!-- def-end -->	\"<img alt=\"\"宇宙のイラスト（背景素材） | かわいいフリー素材集 いらすとや\"\" src=\"\"bg_uchu_space.jpg\"\">\"	A lot of things have been put into a tight space.
10[じゅう] 時[じ]に 会[かい] 社[しゃ]に<b>着[つ]きます</b>。	10 時に 会 社に<b>着きます</b>。	着[つ]く:k1	10[じゅう] 時[じ]に 会[かい] 社[しゃ]に<b>着[つ]きます</b>。	[sound:着く_ツ＼ク_1_NHK-2016.mp3]	[sound:JLPT_Tango_N5_0813.mp3]	<!-- def-type=\"bilingual\" -->To arrive at or reach a place.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->行きたかった場所にたどり着くこと。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00899.mp3]<!-- def-end -->	\"<img src=\"\"door_out_obaasan.webp\"\">\"	I arrive at the office at 10 A.M.
20[にじゅっ]キロのダイエットは<b>可[か] 能[のう]</b>だと 思[おも]いますか。	20キロのダイエットは<b>可 能</b>だと 思いますか。	可[か] 能[のう]:0-	20[にじゅっ]キロのダイエットは<b>可[か] 能[のう]</b>だと 思[おも]いますか。	[sound:397921954754f0eb375e06ca9da95187-751f826eb19bb499b30ad7e18c1af2a6ee201f08.mp3]	[sound:edba648abf76983a9375e0c9f33cb41f-b7caff799e9ac35e51d434394b9a22fcd2279eb3.mp3]	<!-- def-type=\"bilingual\" -->Possible; able to be done.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->できること。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00900.mp3]<!-- def-end -->	\"<img alt=\"\"将来設計をする人のイラスト（女性） | かわいいフリー素材集 いらすとや\"\" src=\"\"syourai_sekkei_woman.webp\"\">\"	Do you think a diet to lose 20kg is possible?
<b>新[あら]たな</b> 計[けい] 画[かく]が 進[すす]んでいます。	<b>新たな</b> 計 画が 進んでいます。	新[あら]た:1-	<b>新[あら]たな</b> 計[けい] 画[かく]が 進[すす]んでいます。	[sound:2a2e08387fd65b27f27a62c1a5541e2b.mp3]	[sound:75ebdcb1544a24411ea60e20c1ffacfd.mp3]	<!-- def-type=\"bilingual\" -->Fresh or new; something just begun or redone from scratch.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->今までなかった、新しいということ。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00901.mp3]<!-- def-end -->	\"<img alt=\"\"新しいスマートフォンのイラスト | かわいいフリー素材集 いらすとや\"\" src=\"\"smartphone_new.webp\"\">\"	A new plan is in progress.<br><br>The difference with 新しい is a bit subtle but roughly, 新た is used for things which are totally new, as in created from scratch.
<b>随[ずい] 分[ぶん]</b> 早[はや]く 終[お]わったね。	<b>随 分</b> 早く 終わったね。	随[ずい] 分[ぶん]:1-	<b>随[ずい] 分[ぶん]</b> 早[はや]く 終[お]わったね。	[sound:25f37da6e0416361c205683e49c77726-93599f271bab4402364a3dc60aefb4d8cabf877b.mp3]	[sound:d9c4ba0a10a8898e7a5c5cb3c54bd6c8-3152c27a13550164f75d3a3a92cc3957e43aed5c.mp3]	<!-- def-type=\"bilingual\" -->Quite a lot; noticeably more than expected.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->思ったよりもずっと、という気持ちを表す言葉。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00902.mp3]<!-- def-end -->	\"<img alt=\"\"ペンライトを持つアイドルファンのイラスト（男性）\"\" src=\"\"idol_fan_penlight_men-c35ba8fe0717d23c1a9321393e40b841107f7065.webp\"\">\"	You finished really early, didn't you?
彼[かの] 女[じょ]は 道[みち]を<b>尋[たず]ねた</b>。	彼 女は 道を<b>尋ねた</b>。	尋[たず]ねる:k3	彼[かの] 女[じょ]は 道[みち]を<b>尋[たず]ねた</b>。	[sound:84695b6bd33bd78554d893e074624cc8-29d94b551ce45de830cefd09b1f3dd5da0251dd5.mp3]	[sound:5e54b4875e58a40363c1d3d47f9eeb74-165089458c2abf4654d767c8bd835b2d7bf4a89a.mp3]	<!-- def-type=\"bilingual\" -->To ask or inquire about something.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->わからないことを人に聞くこと。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00903.mp3]<!-- def-end -->	\"<img src=\"\"maigo_asia_woman.webp\"\">\"	She asked for directions.
<b>椅[い] 子[す]</b>に 座[すわ]ります。	<b>椅 子</b>に 座ります。	椅[い] 子[す]:0-	<b>椅[い] 子[す]</b>に 座[すわ]ります。	[sound:いす_イス━_0_NHK-2016.mp3]	[sound:JLPT_Tango_N5_0850.mp3]	<!-- def-type=\"bilingual\" -->A chair.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->お尻を乗せて座るための道具。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00904.mp3]<!-- def-end -->	\"<img src=\"\"gakkou_isu_chair.webp\"\">\"	I will sit on the chair.
この<b>城[しろ]</b>は４５０ 年[ねん] 前[まえ]に 建[た]てられました。	この<b>城</b>は４５０ 年 前に 建てられました。	城[しろ]:0-	この<b>城[しろ]</b>は４５０ 年[ねん] 前[まえ]に 建[た]てられました。	[sound:城_シロ━_0_NHK-2016.mp3]	[sound:JLPT_Tango_N4_0395.mp3]	<!-- def-type=\"bilingual\" -->A castle.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->敵から街や人を守るために作られた、大きくて頑丈な建物<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00905.mp3]<!-- def-end -->	\"<img src=\"\"shiro_maruokajou.webp\"\">\"	This castle was built 450 years ago.
明日[あした]は<b>恐[おそ]らく</b> 晴[は]れるでしょう。	明日は<b>恐らく</b> 晴れるでしょう。	恐[おそ]らく:2-	明日[あした]は<b>恐[おそ]らく</b> 晴[は]れるでしょう。	[sound:603acf929f44173af164ee625d4dc0b5.mp3]	[sound:f70bc4d69cbe98bd8b06b25e18d3443b.mp3]	<!-- def-type=\"bilingual\" -->Probably; it signals you're making your best guess about something.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->「たぶんそうだろう」という気持ち。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00906.mp3]<!-- def-end -->	\"<img alt=\"\"男性のお医者さんの表情のイラスト（額帯鏡なし） | かわいいフリー ...\"\" src=\"\"doctor2_07_think.webp\"\">\"	The weather will probably clear up tomorrow.
<b>お 茶[ちゃ]</b>を 入[い]れましょうか。	<b>お 茶</b>を 入れましょうか。	お 茶[ちゃ]:0-	<b>お 茶[ちゃ]</b>を 入[い]れましょうか。	[sound:750V.mp3]	[sound:750S.mp3]	<!-- def-type=\"bilingual\" -->Tea; specifically the green tea central to everyday Japanese life.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->茶の葉にお湯を注いで作る飲み物。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00907.mp3]<!-- def-end -->	\"<img src=\"\"tea2.webp\"\">\"	Shall I make tea?
<b>雨[あめ]</b>が 降[ふ]っています。	<b>雨</b>が 降っています。	雨[あめ]:1-	<b>雨[あめ]</b>が 降[ふ]っています。	[sound:906e7097dfd32e6c7c098336fa61aa52-7f462ffa51a60bb89b9d04a7722e81b50d75be41.mp3]	[sound:8fc0df7b61a64409cd388bb19db39f16-2c17510c3424f99b4cfd2377ab05eac297f1f195.mp3]	<!-- def-type=\"bilingual\" -->Rain.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->空から降ってくる水のつぶ。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00908.mp3]<!-- def-end -->	\"<img alt=\"\"雨が降る住宅街のイラスト（背景素材） | かわいいフリー素材集 いらすとや\"\" src=\"\"bg_rain_jutaku.jpg\"\">\"	It's raining.
その 子[こ]は<b>いやいや</b> 学[がっ] 校[こう]へ 行[い]ったの。	その 子は<b>いやいや</b> 学 校へ 行ったの。	いやいや:0	その 子[こ]は<b>いやいや</b> 学[がっ] 校[こう]へ 行[い]ったの。	[sound:4680V.mp3]	[sound:4680S.mp3]	<!-- def-type=\"bilingual\" -->Reluctantly; doing something you don't want to do.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->やりたくないのにしかたなくやる様子。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00909.mp3]<!-- def-end -->	\"<img src=\"\"souji_iyaiya.webp\"\">\"	The child reluctantly went to school.
彼[かれ]は 健[けん] 康[こう]<b>そのもの</b>です。	彼は 健 康<b>そのもの</b>です。	そのもの:3-	彼[かれ]は 健[けん] 康[こう]<b>そのもの</b>です。	[sound:jw05086a.mp3]	[sound:js05086a.mp3]	<!-- def-type=\"bilingual\" -->The thing itself; the very essence of something, with nothing else mixed in.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->まさにそれだ、と強めて言うときの言葉。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00910.mp3]<!-- def-end -->	\"<img alt=\"\"いろいろなキラキラ飾りのイラスト | かわいいフリー素材集 いらすとや\"\" src=\"\"kirakira1.webp\"\">\"	He is a picture of health.
先[せん] 生[せい]は<b>教[きょう] 室[しつ]</b>にいます。	先 生は<b>教 室</b>にいます。	教[きょう] 室[しつ]:0-	先[せん] 生[せい]は<b>教[きょう] 室[しつ]</b>にいます。	[sound:教室_キョーシツ━_0_NHK-2016.mp3]	[sound:JLPT_Tango_N5_0113.mp3]	<!-- def-type=\"bilingual\" -->A classroom.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->学校で、先生が教えて、みんなが勉強する部屋。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00911.mp3]<!-- def-end -->	\"<img src=\"\"bg_school_room.jpg\"\">\"	The teacher is in the classroom.
私[わたし]は<b>馬[ば] 鹿[か]</b>だった。	私は<b>馬 鹿</b>だった。	馬[ば] 鹿[か]:1-	私[わたし]は<b>馬[ば] 鹿[か]</b>だった。	[sound:63197a084722cc7e933c85380cc36e24-c005dae59fec08768d6c5f29fcb52a799a7c99ad.mp3]	[sound:9c1105689177f5db695728e6532a7e5f-740f47582030bbd338b5e0d7803ca0442e5c81a9.mp3]	<!-- def-type=\"bilingual\" -->Stupid or foolish; can describe a person or an action that lacks good sense.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->頭の働きが足りなくて、普通なら分かることが分からないこと。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00912.mp3]<!-- def-end -->	\"<img src=\"\"bakanisuru.webp\"\">\"	I was foolish.
<b>遠[えん] 慮[りょ]</b>しないで、 何[なん]でも 言[い]ってください。	<b>遠 慮</b>しないで、 何でも 言ってください。	遠[えん] 慮[りょ]:0-	<b>遠[えん] 慮[りょ]</b>しないで、 何[なん]でも 言[い]ってください。	[sound:遠慮_エンリョ━_0_NHK-2016.mp3]	[sound:JLPT_Tango_N4_0551.mp3]	<!-- def-type=\"bilingual\" -->Holding back out of politeness; restraining yourself to avoid being a bother.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->相手に気をつかって、したいことをがまんすること。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00913.mp3]<!-- def-end -->	\"<img src=\"\"pose_enryo_man.webp\"\">\"	Please don't hesitate to tell me anything.
今日[きょう] 中[じゅう]に 返[へん] 答[とう]しなければ<b>まずい</b>。	今日 中に 返 答しなければ<b>まずい</b>。	まずい:k2	今日[きょう] 中[じゅう]に 返[へん] 答[とう]しなければ<b>まずい</b>。	[sound:2667V.mp3]	[sound:2667S.mp3]	<!-- def-type=\"bilingual\" -->Bad or unpleasant; describes food that tastes awful or a situation that's not good.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->放っておくと困ったことになりそうな、よくない状態。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00914.mp3]<!-- def-end -->	\"<img alt=\"\"通販のトラブルのイラスト（機械・男性） | かわいいフリー素材集 ...\"\" src=\"\"shopping_tsuuhan_trouble_kikai_man.webp\"\">\"	If I don't reply by the end of today, I'll be in trouble.
ここの 料[りょう] 理[り]は<b>まずい</b>。	ここの 料 理は<b>まずい</b>。	まずい:k2	ここの 料[りょう] 理[り]は<b>まずい</b>。	[sound:9393f61b9af2b428204e7f3264cbd01a-87365fc4d61535073208771bfabd7ff34425866c.mp3]	[sound:c1ac084c4aec542e1f3ed30fd861ab9a-f9c6e1032a544006adbbfceda3cd29ff2023d2c0.mp3]	<!-- def-type=\"bilingual\" -->Tastes bad; unpleasant or poor in flavor.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->食べ物や飲み物の味がおいしくないこと。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00915.mp3]<!-- def-end -->	\"<img src=\"\"mazui5_girl.webp\"\">\"	The food here is bad.
<b>せめて</b>これだけは 約[やく] 束[そく]してください。	<b>せめて</b>これだけは 約 束してください。	せめて:1-	<b>せめて</b>これだけは 約[やく] 束[そく]してください。	[sound:b52e18c4b482287bba751c16b5d11477.mp3]	[sound:6376c01a94654e271db85fc616e83af8.mp3]	<!-- def-type=\"bilingual\" -->At the very least; the bare minimum you're asking for when you can't get more.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->全部は無理でも、これだけはという気持ち。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00916.mp3]<!-- def-end -->	\"<img alt=\"\"お願いの検索結果 | かわいいフリー素材集 いらすとや\"\" src=\"\"pose_pien_uruuru_man.webp\"\">\"	Please promise only this at least.
姉[あね]が 空[くう] 港[こう]まで<b>迎[むか]え</b>に 来[き]てくれます。	姉が 空 港まで<b>迎え</b>に 来てくれます。	迎[むか]える:0	姉[あね]が 空[くう] 港[こう]まで<b>迎[むか]え</b>に 来[き]てくれます。	[sound:c61b158141692fdab8643a8a4beaf140-bb0873bf39234f23a891444c4df938baeeb7032e.mp3]	[sound:adfcb8c191b4aa25e15b4fa5fe47883b-bce5bf9abdc68d2abf96a5075ff40cb15cab555b.mp3]	<!-- def-type=\"bilingual\" -->To go meet or pick up someone who is arriving.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->来る人のところへ行って、その人を連れてくること。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00917.mp3]<!-- def-end -->	\"<img alt=\"\"「さようなら」と言っている人のイラスト\"\" src=\"\"aisatsu_sayounara.webp\"\">\"	My big sister is coming to pick me up at the airport.
この 仕[し] 事[ごと]には<b>少[すく]なくとも</b> 2[に] 週[しゅう] 間[かん] 必[ひつ] 要[よう]でしょう。	この 仕 事には<b>少なくとも</b> 2 週 間 必 要でしょう。	少[すく]なくとも:k3	この 仕[し] 事[ごと]には<b>少[すく]なくとも</b> 2[に] 週[しゅう] 間[かん] 必[ひつ] 要[よう]でしょう。	[sound:877b9cd23ea98498330d291e9fbc3a77.mp3]	[sound:b9fec7d28d323ca61d872aeeb03e43af.mp3]	<!-- def-type=\"bilingual\" -->At least; the minimum amount or number.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->一番少なく見ても、これだけはあるということ。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00918.mp3]<!-- def-end -->	\"<img alt=\"\"テストを見て落ち込む生徒のイラスト（男子学生）\"\" src=\"\"test_print_gakkari_schoolboy.webp\"\">\"	At least two weeks will be needed for this job.
彼[かれ]の<b>魂[たましい]</b>は 永[えい] 遠[えん]に 生[い]き 続[つづ]けるでしょう。	彼の<b>魂</b>は 永 遠に 生き 続けるでしょう。	魂[たましい]:1-	彼[かれ]の<b>魂[たましい]</b>は 永[えい] 遠[えん]に 生[い]き 続[つづ]けるでしょう。	[sound:jw05450a.mp3]	[sound:js05450a.mp3]	<!-- def-type=\"bilingual\" -->A person's soul or spirit; the essence that makes someone who they are.<!-- def-end --><!-- def-br-start --><br><br><!-- def-br-end --><!-- def-type=\"LOCKED_monolingual\" -->体の中にある、目に見えない「その人そのもの」。<!-- def-end -->	<!-- def-type=\"monolingual\" TTS-SOURCE: Google-Chirp3-HD-Algenib -->[sound:mvj-monolingual-definition-00919.mp3]<!-- def-end -->	\"<img src=\"\"youkai_hitodama.webp\"\">\"	His spirit will live on for eternity.
